transaction_id,transaction_date,vendor_id,amount,transaction_type,payment_mode,reference_number,approved_by,approval_status,amount_zscore,duplicate_flag,approval_flag,amount_anomaly_flag,audit_risk_flag,vendor_name,vendor_risk_rating,month
282,2025-02-23,68,166645,Payment,RTGS,e418ab00-d68a-46f4-95ac-2cf5bcc8f525,15,Approved,0.1962478534175405,False,False,False,False,"Morris, Dennis and Ramirez",Low,2025-02
283,2025-10-10,85,285277,Payment,RTGS,d1b4bf3d-d6fc-422f-9522-ba9f719f0252,27,Pending,1.5976856337589982,False,True,False,True,"Williams, Malone and Villa",Low,2025-10
284,2025-11-05,40,23489,Payment,RTGS,aa8ce031-dd27-4ca0-b662-a3e487324e67,49,Approved,-1.4948997870383374,False,False,False,False,"Wyatt, Hunt and Smith",Medium,2025-11
285,2025-07-06,25,158335,Payment,UPI,6c96a462-9abb-4f89-93dd-cd4721932a64,8,Approved,0.0980791640703364,False,False,False,False,"Lewis, Cook and Johnson",Medium,2025-07
286,2025-02-28,42,46971,Invoice,RTGS,82290929-b4f4-4473-b8bc-a057d5f5c6e1,39,Approved,-1.2174994063823752,False,False,False,False,Dickerson-Reed,Low,2025-02
287,2025-07-26,89,187650,Payment,UPI,0739b978-f8f6-4549-9a21-47f4f648f224,19,Approved,0.4443866403896249,False,False,False,False,Lawson-Mccoy,Low,2025-07
288,2025-01-05,11,138623,Payment,RTGS,d9ad9ebd-d7df-4cf6-ba29-3e5ebc3b2d7e,8,Approved,-0.1347850001188436,False,False,False,False,"Hughes, Gomez and Frank",Low,2025-01
289,2025-09-19,92,157872,Payment,NEFT,74901392-50fe-411c-90d8-2d1dffda3af0,21,Approved,0.0926095969021348,False,False,False,False,Jackson Group,Low,2025-09
290,2025-07-26,9,176918,Payment,RTGS,2fe33009-0c12-4f75-b56d-c37c3b8f2d46,40,Approved,0.3176060899595173,False,False,False,False,Howell Inc,Low,2025-07
291,2025-06-14,60,213139,Payment,UPI,89818479-b624-4c02-99a8-56a5deeaa5a9,16,Pending,0.7454963543211393,False,True,False,True,Thompson PLC,Low,2025-06
292,2025-06-09,3,215545,Invoice,RTGS,a4a27459-0c4d-4278-8b2f-1f8079bbf646,33,Approved,0.7739192022837594,False,False,False,False,"Hale, Rush and Smith",Low,2025-06
293,2025-01-08,8,284215,Invoice,NEFT,4ab2c846-4c20-4e95-9750-e9c1db7a4cec,4,Approved,1.585139887900186,False,False,False,False,Hammond-Turner,Low,2025-01
294,2025-11-02,19,67987,Invoice,RTGS,f0732189-6137-4d68-9a6c-7649b25cba6d,16,Rejected,-0.969230672890096,False,True,False,True,Williams-Miller,Medium,2025-11
295,2025-12-02,21,124052,Payment,RTGS,ace1efbb-d7fa-453e-a23a-4983678bcfa4,31,Approved,-0.3069168860969556,False,False,False,False,Marshall PLC,Low,2025-12
296,2025-06-22,27,276896,Invoice,NEFT,a0579f92-9f28-43df-b20f-d462ff2f3ff2,4,Approved,1.4986781986905364,False,False,False,False,Mcdonald LLC,Low,2025-06
297,2025-05-26,34,160289,Payment,RTGS,bf4ff9e4-4762-48fa-ad39-b9ae728c7416,5,Rejected,0.1211623913849497,False,True,False,True,"Yu, Nelson and Martinez",High,2025-05
298,2025-09-14,92,102756,Invoice,RTGS,8f344f88-ee5c-4a5b-9299-f28bb478996a,50,Approved,-0.5584933491941948,False,False,False,False,Jackson Group,Low,2025-09
299,2025-10-30,60,86835,Invoice,UPI,b9d7930f-b593-42cb-a000-7740bec3b82e,2,Pending,-0.7465732171962208,False,True,False,True,Thompson PLC,Low,2025-10
300,2025-10-23,73,48732,Payment,RTGS,a4a7543b-a30e-4046-8069-41fd2025a606,22,Pending,-1.1966961498311808,False,True,False,True,"Mathews, Gutierrez and Miller",Low,2025-10
301,2025-11-24,92,195237,Payment,NEFT,6e092238-c012-4818-8d9b-44e6907a43aa,28,Pending,0.5340142993640217,False,True,False,True,Jackson Group,Low,2025-11
302,2025-06-27,62,30556,Invoice,RTGS,72cc406b-ff45-4063-b530-371955a34155,41,Approved,-1.411415054473152,False,False,False,False,Velasquez-Bartlett,Medium,2025-06
303,2025-07-05,82,207041,Invoice,NEFT,37e1306c-fe31-4485-bd0e-18b272b21953,23,Approved,0.6734587288531187,False,False,False,False,"Baker, White and Brown",High,2025-07
304,2025-06-15,22,142488,Invoice,UPI,6fd80731-509e-479f-a6da-5d08d43643b1,30,Rejected,-0.0891265182503787,False,True,False,True,"Wilson, Lopez and Welch",Medium,2025-06
305,2025-08-22,35,194139,Invoice,RTGS,1cbb290b-127c-4f14-9229-541a9e1b9c3c,2,Approved,0.5210432739845716,False,False,False,False,Collins-Salazar,Low,2025-08
306,2025-03-12,28,128950,Invoice,RTGS,c1ff95cd-d372-486a-a3fa-a921414e9a32,9,Approved,-0.249055244650192,False,False,False,False,"Williamson, Mendez and Morgan",Low,2025-03
307,2025-08-09,1,26447,Invoice,UPI,7a54fc76-07fb-4add-8af0-efa1b413218c,3,Approved,-1.4599559864259393,False,False,False,False,Clarke-Carlson,Medium,2025-08
308,2025-08-06,25,60077,Invoice,UPI,d498abfe-cdf7-4e45-9cb3-dcbb9b63c2ef,21,Approved,-1.0626740342302143,False,False,False,False,"Lewis, Cook and Johnson",Medium,2025-08
309,2025-07-21,53,191339,Payment,NEFT,24ed5fff-8811-4acc-9206-b30264e17df2,39,Pending,0.4879659779349722,False,True,False,True,"Lambert, Schwartz and Newman",Medium,2025-07
310,2025-09-06,77,192598,Payment,UPI,2fe29eca-87a6-49d3-ad43-60ce227bef3d,33,Pending,0.5028389478372742,False,True,False,True,Franco-Singleton,Low,2025-09
311,2025-06-06,91,72990,Invoice,UPI,8f9b1449-3f48-4045-b74b-b543cacd4441,34,Approved,-0.9101286328414724,False,False,False,False,Davis PLC,High,2025-06
312,2025-08-16,38,201749,Payment,NEFT,8260c500-8000-4f03-ac90-65e1ec1920b5,8,Approved,0.6109426393193759,False,False,False,False,"Mason, Hopkins and May",Low,2025-08
313,2025-09-10,19,17109,Invoice,NEFT,fe8e1806-41c5-47b5-a874-36f2ae0cba34,25,Approved,-1.5702687687513532,False,False,False,False,Williams-Miller,Medium,2025-09
314,2025-03-13,14,249325,Invoice,RTGS,466fee93-be91-4098-a9b8-1b22c7fe3688,48,Approved,1.1729731524821412,False,False,False,False,"Fields, Calhoun and Robertson",High,2025-03
315,2025-01-28,51,244017,Invoice,NEFT,cb3dc560-5ca0-4fd9-8bc2-651d72c692cd,28,Approved,1.110268049828115,False,False,False,False,Moore-George,High,2025-01
316,2025-05-06,71,33365,Invoice,NEFT,472d079f-aed8-41e6-8b57-b20332481b30,19,Pending,-1.3782314385433931,False,True,False,True,Jones Ltd,Medium,2025-05
317,2024-12-21,14,260095,Payment,NEFT,065ae262-7f60-4bae-9417-7f8a3c4c2f12,36,Approved,1.300202609072922,False,False,False,False,"Fields, Calhoun and Robertson",High,2024-12
318,2025-03-15,30,142888,Payment,NEFT,c7048976-2870-438c-abc5-6a2efe37534b,14,Approved,-0.084401190243293,False,False,False,False,Owens LLC,High,2025-03
319,2025-06-07,99,147312,Invoice,RTGS,d986cbe6-c1e1-4e11-a28b-f0644d690253,30,Approved,-0.0321390624849259,False,False,False,False,Wheeler Inc,Medium,2025-06
320,2025-03-23,68,186211,Payment,RTGS,b0a867dd-e7c5-4282-9288-1e2cda9025b4,41,Approved,0.4273872728841343,False,False,False,False,"Morris, Dennis and Ramirez",Low,2025-03
321,2025-08-09,86,68095,Invoice,UPI,233d50e3-7492-48d4-8a5d-bbbff9b87a83,16,Approved,-0.9679548343281827,False,False,False,False,Hutchinson-Holland,Medium,2025-08
322,2025-07-20,48,14885,Payment,UPI,886d0905-b438-4560-b636-b95dbdc70ae9,11,Rejected,-1.5965415924707496,False,True,False,True,"Mills, Gallegos and Ibarra",Low,2025-07
323,2025-07-20,50,54812,Invoice,NEFT,2a8caa24-3715-4aae-97f0-8a794a359449,3,Approved,-1.124871164123479,False,False,False,False,Hoffman Group,High,2025-07
324,2025-02-09,73,232208,Payment,UPI,c21c8a3c-b861-4eec-b749-0810073c473c,17,Approved,0.9707645537389292,False,False,False,False,"Mathews, Gutierrez and Miller",Low,2025-02
325,2025-08-06,96,37174,Payment,RTGS,5ff2319e-0f77-446b-8c8d-e6d9feb35c39,12,Approved,-1.3332345025959202,False,False,False,False,"Wilson, Garza and Miller",Low,2025-08
326,2025-05-08,15,293793,Payment,NEFT,93eb3015-805a-4de2-ba35-9e14017ce8a6,22,Approved,1.6982878670298514,False,False,False,False,Williams-Green,High,2025-05
327,2025-08-12,51,244141,Payment,NEFT,98f7c21b-0960-40a0-af78-e8a9dbaccb78,29,Approved,1.1117329015103117,False,False,False,False,Moore-George,High,2025-08
328,2025-04-15,55,153934,Payment,RTGS,307b70db-3ff3-4be1-ba01-2412f186acd5,12,Approved,0.0460887426723767,False,False,False,False,Strickland-Lam,Medium,2025-04
329,2025-01-10,86,284713,Invoice,UPI,feaad7c9-48a1-4318-8586-e6b5c538aadd,41,Approved,1.5910229212690077,False,False,False,False,Hutchinson-Holland,Medium,2025-01
330,2025-11-02,87,45197,Payment,NEFT,da0de03f-9684-4bd6-a98d-415465fea17b,18,Approved,-1.2384562360938,False,False,False,False,Owens Group,Low,2025-11
331,2024-12-24,12,296077,Payment,UPI,0aa93cca-d062-487c-ac8d-5963fdaed86f,8,Approved,1.7252694899503105,False,False,False,False,Moreno-Le,Medium,2024-12
332,2025-06-10,65,116032,Invoice,NEFT,e763308a-4a14-4056-820a-8c41ea43ad3e,49,Approved,-0.4016597126390226,False,False,False,False,Jones Group,Medium,2025-06
333,2025-06-24,14,272554,Payment,NEFT,aab22781-145a-48db-99ea-586fb188ece5,20,Approved,1.447384763173622,False,False,False,False,"Fields, Calhoun and Robertson",High,2025-06
334,2025-11-14,13,91716,Payment,NEFT,6cc27c7f-0c65-48a9-9fee-16ef0b224279,46,Approved,-0.6889124021897584,False,False,False,False,"Cox, Perry and Garcia",Low,2025-11
335,2025-01-23,8,230683,Payment,NEFT,c6597032-9a74-47b0-9510-c6a1edc6d4b6,26,Approved,0.9527492407119152,False,False,False,False,Hammond-Turner,Low,2025-01
336,2025-05-30,49,22087,Payment,RTGS,8a617823-8218-4b39-867c-9bb186688131,43,Approved,-1.5114620617031729,False,False,False,False,"Wilson, Hale and Allen",High,2025-05
337,2025-08-26,9,141535,Invoice,NEFT,72447a10-c216-42d7-8e5f-2bc4c0e69807,41,Pending,-0.1003846122272602,False,True,False,True,Howell Inc,Low,2025-08
338,2024-12-24,21,40634,Invoice,UPI,4cf3ff32-d972-4f9e-ae98-52eacda0634a,41,Approved,-1.2923604153346293,False,False,False,False,Marshall PLC,Low,2024-12
339,2025-10-05,64,235893,Invoice,UPI,a04ea89f-cd0a-4746-9565-f50cbf8c96f2,13,Pending,1.0142966380042056,False,True,False,True,English and Sons,Low,2025-10
340,2025-04-27,45,197512,Payment,UPI,42a8f2cf-83f6-4a14-b461-7d73f1466de3,12,Pending,0.5608896024043213,False,True,False,True,Maddox-Green,High,2025-04
341,2025-03-18,61,191356,Invoice,NEFT,c056e347-87b4-4764-9f36-6a738aa7e47c,48,Approved,0.4881668043752733,False,False,False,False,Hartman LLC,Medium,2025-03
342,2025-12-12,90,235363,Payment,NEFT,aabb8b22-cb7e-43e2-b37b-d81f6151a470,8,Pending,1.0080355783948172,False,True,False,True,"Solomon, Charles and Tyler",Low,2025-12
343,2025-02-07,46,188965,Invoice,UPI,2bd5e302-c4cf-4333-8f40-9f3cc17655e2,23,Approved,0.4599211562129189,False,False,False,False,"Moran, Wright and Tucker",Low,2025-02
344,2024-12-26,84,290521,Payment,RTGS,8bd93fe9-7c98-45bb-9405-7bbf66c4ccdb,4,Approved,1.6596346839318907,False,False,False,False,Clark-Romero,Low,2024-12
345,2025-08-01,36,153049,Invoice,UPI,b9122030-f012-43be-802e-c8494ec66479,47,Approved,0.0356339544566997,False,False,False,False,Evans-Todd,Low,2025-08
346,2025-02-06,84,231416,Invoice,RTGS,41b758f0-4b3e-41a3-bbb8-09e6630f704f,15,Approved,0.9614084042848996,False,False,False,False,Clark-Romero,Low,2025-02
347,2025-05-13,2,146130,Invoice,RTGS,c8910e55-62bc-4b9b-9678-6225789691ff,14,Approved,-0.046102406745864,False,False,False,False,Adams Ltd,High,2025-05
348,2025-10-21,73,110848,Invoice,UPI,077efc62-c8d3-4046-abae-0ec923efa34e,20,Approved,-0.4628999636108524,False,False,False,False,"Mathews, Gutierrez and Miller",Low,2025-10
349,2025-05-07,2,166445,Invoice,RTGS,3e6cd23e-2b63-4e6d-af85-9d670b1e5c47,40,Pending,0.1938851894139976,False,True,False,True,Adams Ltd,High,2025-05
350,2025-01-13,41,164741,Payment,UPI,5dcf7ada-47e8-4bfe-b3f0-0b10a588fbe1,43,Approved,0.1737552921038128,False,False,False,False,"Ellison, Kim and Reyes",Medium,2025-01
351,2025-09-30,45,167777,Invoice,NEFT,c11781e3-6d8b-4bcb-aab3-556ccd7195a6,49,Approved,0.2096205316775928,False,False,False,False,Maddox-Green,High,2025-09
352,2025-09-04,25,209054,Payment,NEFT,0cbc3798-8dba-4234-b3c3-0f08e7956f36,38,Pending,0.6972389420487772,False,True,False,True,"Lewis, Cook and Johnson",Medium,2025-09
353,2025-07-03,54,153586,Payment,UPI,eac6582a-fcce-4008-b349-64a568a5ff80,45,Approved,0.0419777073062122,False,False,False,False,Bishop-Chambers,Low,2025-07
354,2025-06-19,53,211821,Payment,RTGS,9d3ee6ea-1b6a-4bfb-bf66-5e78787e886d,44,Approved,0.7299263985377922,False,False,False,False,"Lambert, Schwartz and Newman",Medium,2025-06
355,2025-03-20,67,220234,Payment,UPI,94d1c36a-eb5f-44e2-b38b-1c7e246aea64,41,Approved,0.8293118598468208,False,False,False,False,Hays-Wolf,Medium,2025-03
356,2025-07-15,75,200119,Payment,RTGS,8562395d-04c2-4dc8-9291-a72bb80d689c,36,Approved,0.5916869276905019,False,False,False,False,"Bauer, Oconnell and Schmidt",High,2025-07
357,2025-07-05,24,181806,Payment,NEFT,2add96c2-7570-401f-81fb-69f39b29d017,7,Approved,0.3753495982061038,False,False,False,False,Cherry Ltd,Low,2025-07
358,2025-08-23,56,288456,Invoice,UPI,965a7d13-867b-4f96-944b-2be0b884e58a,20,Approved,1.6352401780953112,False,False,False,False,"Reynolds, Smith and Anderson",High,2025-08
359,2025-04-27,74,22297,Payment,UPI,5e8dd735-847f-45d2-bdf7-a4440ea35bcb,43,Approved,-1.5089812644994527,False,False,False,False,"Johnson, Kirk and Allen",Low,2025-04
360,2025-08-08,91,183570,Invoice,NEFT,8e6dff46-9246-4e93-a2ba-713ce9aa11fd,38,Pending,0.3961882947173514,False,True,False,True,Davis PLC,High,2025-08
361,2025-02-05,8,213559,Payment,RTGS,a4b11a0d-dee8-43c2-9c1b-4eca9d81a073,1,Approved,0.7504579487285792,False,False,False,False,Hammond-Turner,Low,2025-02
362,2025-01-23,50,155871,Invoice,UPI,d2b97d21-b263-4dbc-bfde-3d915b8c63fb,11,Approved,0.0689711435466889,False,False,False,False,Hoffman Group,High,2025-01
363,2025-12-02,26,243746,Payment,RTGS,94ca499b-0a11-48ec-bc69-a4ee1f61e94d,43,Approved,1.1070666401033145,False,False,False,False,Brown-Salas,Low,2025-12
364,2025-12-15,51,162489,Payment,UPI,d11b598e-6001-4000-ad0d-73a9f9c25633,15,Approved,0.1471516954239207,False,False,False,False,Moore-George,High,2025-12
365,2025-09-02,42,257388,Payment,NEFT,30d8eeee-b820-421c-aec0-9bdaf5360c00,37,Rejected,1.26822395178497,False,True,False,True,Dickerson-Reed,Low,2025-09
366,2024-12-29,35,159245,Payment,RTGS,35e851bc-6d22-4ee7-b544-9b7eeed77a4d,9,Rejected,0.1088292852864562,False,True,False,True,Collins-Salazar,Low,2024-12
367,2025-07-23,77,287682,Invoice,RTGS,11585ba3-5d63-4ef5-9b19-6b297f0019a1,17,Approved,1.6260966684016005,False,False,False,False,Franco-Singleton,Low,2025-07
368,2025-04-02,22,115659,Invoice,NEFT,88084a66-20a3-4ff0-8767-f8cb7730d181,41,Approved,-0.4060660810056299,False,False,False,False,"Wilson, Lopez and Welch",Medium,2025-04
369,2025-08-21,34,13556,Payment,NEFT,52e792a9-4bed-4fe1-ba92-bd461169abbf,23,Approved,-1.6122414947742916,False,False,False,False,"Yu, Nelson and Martinez",High,2025-08
370,2025-07-09,42,145641,Payment,NEFT,c55d032b-bbe4-4c5d-8b78-94efc753acea,49,Approved,-0.0518791202345262,False,False,False,False,Dickerson-Reed,Low,2025-07
371,2025-01-23,21,5138,Invoice,UPI,bea82191-d529-473e-b1b5-7bb9e913a5ec,1,Approved,-1.7116860226834087,False,False,False,False,Marshall PLC,Low,2025-01
372,2025-04-22,24,42772,Invoice,RTGS,7145e3c8-b025-42f8-a429-f8c8339be853,11,Approved,-1.2671035371367567,False,False,False,False,Cherry Ltd,Low,2025-04
373,2025-01-15,17,287363,Payment,RTGS,da699ddc-7f64-4304-8960-389b52b8f262,24,Approved,1.6223282193159498,False,False,False,False,Lewis-Sullivan,Medium,2025-01
374,2025-03-15,37,155023,Payment,NEFT,33525c70-952b-4c43-8fcf-8c88d3008dea,17,Approved,0.0589534481716673,False,False,False,False,"Miller, Robinson and Curtis",Medium,2025-03
375,2025-02-08,19,211846,Payment,UPI,5ac1aa1c-3b9a-44c5-9a17-40753291bc3b,34,Approved,0.730221731538235,False,False,False,False,Williams-Miller,Medium,2025-02
376,2025-06-24,45,81021,Invoice,RTGS,fd65a03b-0d31-4308-9ab2-cef3dae67c62,11,Approved,-0.8152558597792106,False,False,False,False,Maddox-Green,High,2025-06
377,2025-09-25,5,96088,Payment,NEFT,6102c804-1858-43c7-9221-f05a70e641c2,46,Approved,-0.6372645670723124,False,False,False,False,Williams-Jackson,Low,2025-09
378,2025-03-31,70,71418,Invoice,RTGS,9215711a-e480-432e-9a04-871d59aaaa88,48,Approved,-0.9286991719093188,False,False,False,False,Gaines-Marshall,Low,2025-03
379,2025-11-04,52,100071,Payment,UPI,1ff17577-c80c-453b-9ea9-a43c2c09ff88,36,Approved,-0.5902121134417572,False,False,False,False,Williams PLC,Medium,2025-11
380,2025-10-17,33,269598,Invoice,UPI,17d59c98-3c73-4a42-ae63-1832675b0809,11,Pending,1.412464589201259,False,True,False,True,"Robertson, Washington and Walker",Low,2025-10
381,2025-05-18,81,191292,Payment,UPI,84787eb4-3db7-4ecb-8c1c-707bc9fa35cf,18,Approved,0.4874107518941396,False,False,False,False,"Parker, Pope and Dominguez",Low,2025-05
382,2025-10-29,47,11142,Invoice,UPI,28cb6833-3785-483a-af4d-d6de757d0553,45,Approved,-1.6407588492970533,False,False,False,False,Wong and Sons,Medium,2025-10
383,2025-05-20,73,105167,Payment,NEFT,11382d4f-a7c0-47ff-bded-fbd6fefc6fd4,17,Approved,-0.5300114346314861,False,False,False,False,"Mathews, Gutierrez and Miller",Low,2025-05
384,2025-01-14,97,107239,Payment,UPI,9d73b16e-aaf4-4dad-b2ac-48dfcd80874b,38,Approved,-0.5055342355547826,False,False,False,False,"Rodriguez, Mendez and Flowers",Low,2025-01
385,2025-01-20,69,247700,Invoice,RTGS,c36b45b1-5efe-402e-8774-fa51c3966ec4,31,Approved,1.153776507453356,False,False,False,False,Bryant-Williams,Low,2025-01
386,2025-10-04,96,254877,Invoice,RTGS,181540c9-e713-4dc7-9bc6-f271196421a7,43,Pending,1.23856070522049,False,True,False,True,"Wilson, Garza and Miller",Low,2025-10
387,2025-11-11,10,158385,Payment,RTGS,23cf7c3b-0c9f-4918-85a9-b9f11944ae5b,21,Approved,0.0986698300712221,False,False,False,False,Young LLC,Low,2025-11
388,2025-01-20,66,148016,Payment,UPI,dbbcf4c4-4418-43bd-9cfd-2a41e0408419,30,Rejected,-0.0238224851924552,False,True,False,True,Moore-Fitzgerald,Low,2025-01
389,2025-08-15,47,294954,Invoice,RTGS,5958c0ca-a4a6-4d39-9def-d1e4595dcd94,8,Rejected,1.7120031315704174,False,True,False,True,Wong and Sons,Medium,2025-08
390,2025-10-25,71,146958,Invoice,NEFT,a3ac8c61-d274-4ab3-b413-51a8b8e2f615,36,Pending,-0.0363209777711967,False,True,False,True,Jones Ltd,Medium,2025-10
391,2025-01-09,1,261910,Invoice,NEFT,628cf73c-0d3c-43d9-b3c1-a0763cdf828d,40,Pending,1.321643784905073,False,True,False,True,Clarke-Carlson,Medium,2025-01
392,2025-08-11,60,16390,Invoice,UPI,50b4632d-9b90-4aa3-9f3a-683f71a862f4,2,Approved,-1.5787625458440897,False,False,False,False,Thompson PLC,Low,2025-08
393,2025-10-20,23,26281,Payment,RTGS,f3742cd3-0144-4732-9362-10e027bef554,4,Approved,-1.4619169975488795,False,False,False,False,Adams-Patel,Medium,2025-10
394,2025-11-07,75,286954,Payment,UPI,10613e32-de26-437f-9c91-2ce6b36d2d93,14,Pending,1.6174965714287046,False,True,False,True,"Bauer, Oconnell and Schmidt",High,2025-11
395,2025-01-03,45,15207,Payment,NEFT,32860045-d738-434c-ae9e-43bfc84df1e3,19,Approved,-1.5927377034250456,False,False,False,False,Maddox-Green,High,2025-01
396,2025-11-12,16,76312,Invoice,RTGS,f0d9026b-8a1f-4dbd-91b5-90c3d5f8a38a,42,Approved,-0.8708847837426262,False,False,False,False,Campbell LLC,Low,2025-11
397,2025-09-04,60,240841,Payment,RTGS,af533254-2e72-4be9-975a-e3724bad9bd8,13,Approved,1.072748945451855,False,False,False,False,Thompson PLC,Low,2025-09
398,2025-03-04,31,266570,Payment,UPI,6e5165d7-d5e4-4a56-b22f-574538b1b5d7,14,Approved,1.3766938561876207,False,False,False,False,Baker-Murray,Low,2025-03
399,2025-07-06,55,238077,Invoice,UPI,452d2cf5-c60d-4dd9-88c4-f54eb8c3ae23,39,Approved,1.0400969289228932,False,False,False,False,Strickland-Lam,Medium,2025-07
400,2025-11-25,30,127258,Invoice,UPI,d8e3ecbb-6f2e-482f-be13-624064075774,25,Approved,-0.2690433821201642,False,False,False,False,Owens LLC,High,2025-11
401,2025-03-19,81,283710,Invoice,RTGS,20c8eea6-6b29-4aab-a9f5-df5b47f3afc0,10,Approved,1.5791741612912402,False,False,False,False,"Parker, Pope and Dominguez",Low,2025-03
402,2025-06-01,72,30235,Payment,RTGS,e1dce23c-ba95-4998-a5be-ee1416e5604b,14,Approved,-1.4152071301988385,False,False,False,False,Baker-Maldonado,Low,2025-06
403,2025-12-10,53,19743,Invoice,RTGS,4caf41a9-22f6-4424-9794-93e4b425bbfb,30,Approved,-1.5391524838246944,False,False,False,False,"Lambert, Schwartz and Newman",Medium,2025-12
404,2025-02-15,77,192450,Invoice,RTGS,b71b3d1b-8e36-4598-9231-d0c5bdf59187,12,Approved,0.5010905764746525,False,False,False,False,Franco-Singleton,Low,2025-02
405,2024-12-30,78,151721,Payment,RTGS,f3da8258-21d9-4d3f-9730-d73938089a5c,11,Approved,0.0199458654731754,False,False,False,False,Williams-Hopkins,Low,2024-12
406,2025-07-25,49,59238,Invoice,RTGS,1a4866ca-4c70-4c58-a458-33ae5cd2e0f4,29,Approved,-1.0725854097250764,False,False,False,False,"Wilson, Hale and Allen",High,2025-07
407,2025-08-08,96,294061,Invoice,UPI,7116ea20-8328-4f5f-9f4a-50d503b108aa,24,Pending,1.7014538367945986,False,True,False,True,"Wilson, Garza and Miller",Low,2025-08
408,2025-08-21,41,171277,Invoice,NEFT,84eaf7a5-2f3d-4f42-a9ac-d5ba047243d6,29,Pending,0.2509671517395921,False,True,False,True,"Ellison, Kim and Reyes",Medium,2025-08
409,2025-11-12,65,207346,Invoice,NEFT,74cd78e7-83ca-4ead-aa58-729dd3f2506c,27,Pending,0.6770617914585216,False,True,False,True,Jones Group,Medium,2025-11
410,2025-05-24,68,118550,Invoice,NEFT,d8d81a10-a6fa-4fb2-be4e-d3535690b0f5,19,Pending,-0.3719137728344185,False,True,False,True,"Morris, Dennis and Ramirez",Low,2025-05
411,2025-10-16,56,246060,Invoice,RTGS,56d40e49-b3b8-401d-8cbb-b305067fbec0,23,Approved,1.134402662624305,False,False,False,False,"Reynolds, Smith and Anderson",High,2025-10
412,2025-06-18,33,97122,Invoice,UPI,e6e97df8-a709-4842-a1e6-00443b05bd1c,10,Approved,-0.625049594173996,False,False,False,False,"Robertson, Washington and Walker",Low,2025-06
413,2025-07-05,85,148252,Invoice,NEFT,b73fa78a-28e0-4814-8191-c1a4cdc2b6d1,37,Rejected,-0.0210345416682747,False,True,False,True,"Williams, Malone and Villa",Low,2025-07
414,2025-08-18,11,116022,Invoice,RTGS,eb3d529b-99a3-420b-938e-e8e72784adf4,9,Approved,-0.4017778458391998,False,False,False,False,"Hughes, Gomez and Frank",Low,2025-08
415,2025-10-25,83,272986,Payment,NEFT,0fa5e23e-8d78-4d6f-b052-b72fac824ba4,42,Approved,1.4524881174212745,False,False,False,False,Mcmahon Group,High,2025-10
416,2025-03-12,48,155043,Payment,NEFT,5873d337-62e9-4bf2-83d2-7ec1d33b6f00,35,Approved,0.0591897145720216,False,False,False,False,"Mills, Gallegos and Ibarra",Low,2025-03
417,2025-06-29,18,111239,Payment,UPI,a254c8f5-b5cc-4c8f-aac6-1417a8db1e25,44,Approved,-0.4582809554839262,False,False,False,False,"Gonzalez, Maynard and Pham",Medium,2025-06
418,2025-05-26,71,7257,Invoice,NEFT,c85bd478-989c-424c-8753-adbebb24b5ef,36,Pending,-1.6866535975658723,False,True,False,True,Jones Ltd,Medium,2025-05
419,2025-01-11,16,296464,Invoice,RTGS,bb7f7213-2361-473c-b361-73081a7cd438,11,Approved,1.7298412447971656,False,False,False,False,Campbell LLC,Low,2025-01
420,2025-10-17,86,187240,Payment,NEFT,c970b48e-52d9-4e97-8083-7a5737f1abce,23,Approved,0.4395431791823621,False,False,False,False,Hutchinson-Holland,Medium,2025-10
421,2025-11-07,34,23135,Payment,UPI,c16ada83-9f55-4297-9ea8-b08c5d95c6dc,36,Approved,-1.499081702324608,False,False,False,False,"Yu, Nelson and Martinez",High,2025-11
422,2025-04-14,28,250739,Payment,NEFT,5c8466a5-aa18-4dc1-b35d-cb3bc494fea9,28,Approved,1.189677186987189,False,False,False,False,"Williamson, Mendez and Morgan",Low,2025-04
423,2025-03-18,54,65948,Payment,UPI,270661db-823d-469e-b492-786abdaf76bc,35,Approved,-0.993318032406215,False,False,False,False,Bishop-Chambers,Low,2025-03
424,2025-09-24,49,271357,Payment,RTGS,c9da1dfe-141e-4edf-8376-a7b8c8980df7,44,Approved,1.4332442191124182,False,False,False,False,"Wilson, Hale and Allen",High,2025-09
425,2025-10-31,74,198069,Invoice,NEFT,c0d1783d-6104-47ec-a8bf-a279e0a4f252,38,Approved,0.567469621654188,False,False,False,False,"Johnson, Kirk and Allen",Low,2025-10
426,2025-10-10,86,144088,Payment,RTGS,7ff5102e-cfed-4a02-9b20-059a71ef635e,10,Approved,-0.0702252062220361,False,False,False,False,Hutchinson-Holland,Medium,2025-10
427,2025-10-06,3,187885,Invoice,RTGS,ed533a3e-14e7-4502-8bf5-0c8b890a683a,24,Approved,0.4471627705937877,False,False,False,False,"Hale, Rush and Smith",Low,2025-10
428,2025-05-06,25,137473,Payment,RTGS,ed274704-16b6-44d1-9905-f3e9200e885e,38,Approved,-0.1483703181392148,False,False,False,False,"Lewis, Cook and Johnson",Medium,2025-05
429,2025-08-30,28,179863,Invoice,NEFT,f056acb3-5698-43dd-b604-d59ce5d7403c,40,Approved,0.3523963174116853,False,False,False,False,"Williamson, Mendez and Morgan",Low,2025-08
430,2025-07-02,76,271010,Payment,NEFT,c0757aa1-84c8-4959-a6eb-0e4b0e13b8ed,42,Approved,1.4291449970662713,False,False,False,False,"Gordon, Hawkins and Schaefer",Low,2025-07
